rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw
rw;cf;cf;cf;cf;rw;cf;cf;cf;rw;rw;df;df;rw;df;df;df;rw;cc;;;;w1;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cc;rw;df;df;df;df;df;df;rw;rw;rw;;;;rw
rw;cf;cf;cf;cf;rw;cf;cf;cf;rw;df;df;df;rw;df;df;df;rw;rw;sign(ㅤ\t\t\t\tcrafting menu:\t[ TAB ]\nRecipes only appear when you have all the materials needed to craft them);;;;rw
rw;rw;cf;rw;rw;rw;rw;rw;cf;cf;cf;rw;df;rw;rw;df;df;rw;rw;rw;;rw;rw;rw
rw;rw;cf;rw;rw;rw;rw;rw;rw;rw;rw;rw;cc;rw;rw;rw;rw;rw;rw;rw;;rw;rw;rw
rw;rw;cf;cf;rw;cf;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;cc;rw;rw;rw;;;;cc
rw;rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw;rw;;;;;rw;rw;;rw;rw;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw;wr;;;;rw;rw;;;rw;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw;rw;rw;;;;rw;rw;;e4;;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw;rw;;;;;rw;rw;;;;rw
dw;df;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw;rw;;;;rw;rw;rw;rw;;cc
tw;df;df;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;;rw;;;;rw;rw;cs;rw;;rw
mapTp(dungeonTp, Mines2);df;df;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;;;;;;rw;cc;;rw;;rw
tw;df;df;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;;rw;;;;rw;rw;e5;rw;;rw
dw;df;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw;rw;rw;;;rw;rw;;rw;;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw;rw;rw;;;;rw;rw;;rw;e5;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw;rw;rw;;;;rw;rw;;;;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;;rw;rw;;;rw;rw;;;rw;rw
rw;rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw;rw;rw;rw;;;rw;rw;;rw;;cs
rw;rw;rw;cf;cf;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;;;rw;rw;;;e5;rw
rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;;;rw;rw;rw;;;rw
rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;;;rw;rw;rw;tp(16-16);background(simple-caves);rw
rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw
