dw;dw;dw;dw;dw;dw;dw;dw;dw;tw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw
dw;dw;df;dw;df;df;df;df;df;dw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
mapTp(dungeonTp,Mines3,3,3);df;df;df;df;df;df;df;df;dw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
dw;dw;df;dw;df;df;df;df;df;dw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
dw;dw;dw;dw;dw;dw;df;dw;dw;tw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
dw;df;df;dw;df;df;df;df;df;df;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
dw;df;df;df;df;df;df;df;df;df;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cc
dw;df;df;df;df;df;tw;df;df;tw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
dw;df;df;dw;df;df;tw;df;df;dw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
dw;df;df;dw;df;df;df;df;df;dw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
dw;df;df;dw;df;df;df;df;df;dw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
tw;dw;dw;tw;df;df;tw;dw;dw;tw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cc
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cs
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
rw;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;cf;rw
rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw;rw
